ID	B1	B2	B3	B4	B5	B6	B7	NDII
2650	0.0633	0.3082	0.0357	0.0766	0.3380	0.2648	0.1427	0.076
2651	0.0463	0.3196	0.0288	0.0695	0.3333	0.2379	0.1044	0.147
2652	0.0991	0.2829	0.0501	0.0915	0.3481	0.3233	0.2244	-0.067
2653	0.0832	0.2929	0.0437	0.0849	0.3437	0.2985	0.1885	-0.010
2654	0.0672	0.3028	0.0372	0.0783	0.3394	0.2738	0.1527	0.050
2655	0.0513	0.3128	0.0308	0.0717	0.3350	0.2491	0.1168	0.113
2656	0.1014	0.2803	0.0510	0.0925	0.3489	0.3280	0.2300	-0.078
2657	0.0865	0.2890	0.0450	0.0864	0.3449	0.3057	0.1969	-0.028
2658	0.0717	0.2977	0.0390	0.0803	0.3409	0.2833	0.1638	0.025
2659	0.0569	0.3063	0.0330	0.0742	0.3369	0.2610	0.1307	0.080
2660	0.0709	0.2318	0.0369	0.0701	0.2704	0.2393	0.1586	-0.016
2661	0.0595	0.2538	0.0328	0.0677	0.2781	0.2258	0.1322	0.058
2662	0.0482	0.2757	0.0288	0.0653	0.2859	0.2123	0.1057	0.130
2663	0.0368	0.2977	0.0247	0.0630	0.2936	0.1989	0.0793	0.199
2664	0.0720	0.2274	0.0373	0.0703	0.2687	0.2411	0.1615	-0.029
2665	0.0611	0.2471	0.0334	0.0681	0.2755	0.2285	0.1364	0.039
2666	0.0503	0.2669	0.0295	0.0658	0.2824	0.2160	0.1114	0.105
2667	0.0395	0.2866	0.0257	0.0636	0.2893	0.2034	0.0864	0.170
2668	0.0732	0.2230	0.0377	0.0706	0.2670	0.2431	0.1647	-0.043
2669	0.0630	0.2406	0.0341	0.0685	0.2730	0.2315	0.1413	0.019
2670	0.0529	0.2582	0.0304	0.0664	0.2791	0.2199	0.1179	0.080
2671	0.0427	0.2758	0.0268	0.0643	0.2851	0.2083	0.0945	0.139
2672	0.0747	0.2188	0.0382	0.0709	0.2654	0.2452	0.1683	-0.057
2673	0.0652	0.2343	0.0348	0.0689	0.2706	0.2347	0.1467	-0.001
2674	0.0557	0.2497	0.0314	0.0670	0.2759	0.2241	0.1251	0.054
2675	0.0463	0.2652	0.0280	0.0650	0.2811	0.2136	0.1035	0.108
2676	0.0954	0.2863	0.0487	0.0898	0.3439	0.3111	0.2131	-0.041
2677	0.0776	0.2979	0.0415	0.0823	0.3374	0.2802	0.1716	0.031
2678	0.0598	0.3096	0.0343	0.0748	0.3309	0.2494	0.1302	0.108
2679	0.0420	0.3212	0.0271	0.0674	0.3244	0.2186	0.0887	0.190
2680	0.0971	0.2837	0.0493	0.0905	0.3448	0.3154	0.2176	-0.053
2681	0.0802	0.2941	0.0425	0.0835	0.3387	0.2868	0.1783	0.013
2682	0.0632	0.3044	0.0357	0.0764	0.3326	0.2582	0.1391	0.082
2683	0.0463	0.3148	0.0288	0.0693	0.3266	0.2295	0.0998	0.157
2684	0.0991	0.2812	0.0501	0.0914	0.3457	0.3201	0.2226	-0.065
2685	0.0831	0.2904	0.0437	0.0848	0.3401	0.2938	0.1859	-0.006
2686	0.0672	0.2995	0.0372	0.0781	0.3345	0.2676	0.1491	0.056
2687	0.0512	0.3086	0.0308	0.0715	0.3289	0.2413	0.1124	0.122
2688	0.1013	0.2789	0.0510	0.0924	0.3467	0.3251	0.2282	-0.077
2689	0.0865	0.2868	0.0450	0.0863	0.3417	0.3013	0.1943	-0.025
2690	0.0717	0.2947	0.0390	0.0801	0.3366	0.2775	0.1604	0.030
2691	0.0568	0.3027	0.0330	0.0740	0.3315	0.2537	0.1265	0.088
2692	0.0708	0.2299	0.0369	0.0699	0.2678	0.2361	0.1569	-0.013
2693	0.0595	0.2508	0.0328	0.0675	0.2742	0.2211	0.1295	0.063
2694	0.0481	0.2718	0.0288	0.0651	0.2806	0.2060	0.1022	0.138
2695	0.0367	0.2928	0.0247	0.0627	0.2871	0.1910	0.0749	0.210
2696	0.0719	0.2257	0.0373	0.0702	0.2663	0.2381	0.1598	-0.027
2697	0.0611	0.2445	0.0334	0.0679	0.2720	0.2241	0.1339	0.044
2698	0.0503	0.2634	0.0295	0.0656	0.2777	0.2101	0.1080	0.113
2699	0.0395	0.2823	0.0257	0.0633	0.2834	0.1961	0.0821	0.180
2700	0.0732	0.2215	0.0377	0.0705	0.2649	0.2403	0.1631	-0.041
2701	0.0630	0.2384	0.0341	0.0683	0.2699	0.2274	0.1388	0.024
2702	0.0528	0.2552	0.0304	0.0662	0.2749	0.2145	0.1146	0.087
2703	0.0426	0.2720	0.0268	0.0640	0.2799	0.2015	0.0904	0.149
2704	0.0746	0.2175	0.0382	0.0708	0.2636	0.2427	0.1667	-0.055
2705	0.0652	0.2323	0.0348	0.0688	0.2679	0.2309	0.1444	0.003
2706	0.0557	0.2471	0.0314	0.0668	0.2722	0.2191	0.1220	0.060
2707	0.0462	0.2619	0.0280	0.0648	0.2765	0.2074	0.0996	0.116
2708	0.0960	0.2842	0.0490	0.0909	0.3411	0.3078	0.2115	-0.040
2709	0.0785	0.2948	0.0419	0.0840	0.3332	0.2754	0.1692	0.034
2710	0.0610	0.3054	0.0349	0.0771	0.3253	0.2430	0.1269	0.114
2711	0.0435	0.3160	0.0279	0.0702	0.3174	0.2105	0.0846	0.200
2712	0.0977	0.2819	0.0496	0.0916	0.3422	0.3124	0.2160	-0.051
2713	0.0810	0.2913	0.0429	0.0851	0.3348	0.2822	0.1759	0.016
2714	0.0644	0.3007	0.0362	0.0786	0.3275	0.2520	0.1358	0.088
2715	0.0477	0.3102	0.0296	0.0720	0.3201	0.2219	0.0958	0.166
2716	0.0996	0.2796	0.0504	0.0925	0.3434	0.3173	0.2211	-0.063
2717	0.0840	0.2879	0.0441	0.0863	0.3366	0.2895	0.1835	-0.003
2718	0.0683	0.2962	0.0378	0.0802	0.3299	0.2618	0.1460	0.062
2719	0.0526	0.3045	0.0315	0.0741	0.3231	0.2341	0.1085	0.131
2720	0.1019	0.2775	0.0513	0.0934	0.3447	0.3225	0.2267	-0.075
2721	0.0873	0.2847	0.0454	0.0877	0.3386	0.2973	0.1921	-0.022
2722	0.0727	0.2919	0.0395	0.0820	0.3325	0.2722	0.1574	0.035
2723	0.0582	0.2991	0.0337	0.0764	0.3264	0.2471	0.1227	0.095
2724	0.0714	0.2280	0.0372	0.0711	0.2653	0.2332	0.1553	-0.011
2725	0.0604	0.2480	0.0333	0.0692	0.2705	0.2168	0.1272	0.067
2726	0.0493	0.2681	0.0294	0.0674	0.2757	0.2003	0.0991	0.145
2727	0.0382	0.2881	0.0255	0.0655	0.2808	0.1838	0.0710	0.221
2728	0.0725	0.2240	0.0376	0.0713	0.2641	0.2354	0.1583	-0.025
2729	0.0620	0.2421	0.0338	0.0695	0.2687	0.2200	0.1317	0.048
2730	0.0514	0.2601	0.0301	0.0678	0.2732	0.2047	0.1050	0.119
2731	0.0409	0.2782	0.0264	0.0660	0.2778	0.1893	0.0784	0.190
2732	0.0737	0.2201	0.0380	0.0715	0.2629	0.2378	0.1616	-0.039
2733	0.0638	0.2362	0.0345	0.0698	0.2669	0.2236	0.1367	0.027
2734	0.0539	0.2523	0.0310	0.0682	0.2709	0.2094	0.1117	0.093
2735	0.0440	0.2684	0.0274	0.0665	0.2749	0.1952	0.0868	0.158
2736	0.0752	0.2163	0.0385	0.0717	0.2618	0.2404	0.1654	-0.053
2737	0.0659	0.2304	0.0352	0.0702	0.2653	0.2275	0.1423	0.006
2738	0.0567	0.2446	0.0319	0.0687	0.2687	0.2145	0.1193	0.065
2739	0.0475	0.2588	0.0287	0.0672	0.2721	0.2016	0.0962	0.124
2740	0.0955	0.2930	0.0487	0.0901	0.3522	0.3202	0.2183	-0.044
2741	0.0777	0.3080	0.0415	0.0828	0.3499	0.2940	0.1794	0.023
2742	0.0599	0.3230	0.0344	0.0755	0.3475	0.2678	0.1406	0.093
2743	0.0421	0.3380	0.0272	0.0682	0.3452	0.2416	0.1017	0.166
2744	0.0972	0.2897	0.0494	0.0908	0.3523	0.3241	0.2227	-0.056
2745	0.0803	0.3030	0.0425	0.0839	0.3500	0.2998	0.1859	0.005
2746	0.0633	0.3163	0.0357	0.0770	0.3477	0.2755	0.1492	0.069
2747	0.0464	0.3296	0.0289	0.0701	0.3454	0.2513	0.1125	0.135
2748	0.0991	0.2865	0.0501	0.0917	0.3524	0.3283	0.2275	-0.068
2749	0.0832	0.2982	0.0437	0.0852	0.3502	0.3060	0.1933	-0.013
2750	0.0673	0.3099	0.0373	0.0787	0.3480	0.2838	0.1590	0.044
2751	0.0514	0.3216	0.0308	0.0722	0.3458	0.2616	0.1247	0.103
2752	0.1014	0.2834	0.0510	0.0927	0.3527	0.3326	0.2329	-0.080
2753	0.0866	0.2936	0.0450	0.0867	0.3506	0.3125	0.2014	-0.031
2754	0.0718	0.3038	0.0391	0.0807	0.3485	0.2925	0.1698	0.019
2755	0.0570	0.3140	0.0331	0.0746	0.3464	0.2724	0.1382	0.071
2756	0.0709	0.2359	0.0369	0.0703	0.2751	0.2443	0.1617	-0.017
2757	0.0596	0.2600	0.0329	0.0680	0.2852	0.2334	0.1368	0.054
2758	0.0482	0.2840	0.0288	0.0658	0.2952	0.2225	0.1119	0.121
2759	0.0369	0.3080	0.0247	0.0635	0.3053	0.2116	0.0870	0.186
2760	0.0720	0.2310	0.0373	0.0705	0.2729	0.2458	0.1645	-0.031
2761	0.0612	0.2526	0.0334	0.0684	0.2818	0.2356	0.1409	0.035
2762	0.0504	0.2741	0.0296	0.0662	0.2908	0.2254	0.1174	0.097
2763	0.0396	0.2957	0.0257	0.0641	0.2997	0.2152	0.0939	0.157
2764	0.0733	0.2262	0.0377	0.0708	0.2707	0.2474	0.1676	-0.045
2765	0.0631	0.2453	0.0341	0.0688	0.2786	0.2380	0.1456	0.015
2766	0.0529	0.2645	0.0304	0.0667	0.2865	0.2286	0.1236	0.073
2767	0.0428	0.2836	0.0268	0.0647	0.2944	0.2192	0.1016	0.128
2768	0.0747	0.2215	0.0382	0.0711	0.2686	0.2491	0.1710	-0.059
2769	0.0653	0.2383	0.0348	0.0692	0.2755	0.2406	0.1507	-0.005
2770	0.0558	0.2551	0.0315	0.0673	0.2824	0.2320	0.1305	0.047
2771	0.0464	0.2719	0.0281	0.0655	0.2892	0.2235	0.1102	0.098
2772	0.0954	0.2884	0.0487	0.0899	0.3459	0.3126	0.2140	-0.040
2773	0.0776	0.3012	0.0415	0.0825	0.3404	0.2825	0.1729	0.032
2774	0.0598	0.3139	0.0343	0.0750	0.3349	0.2524	0.1319	0.109
2775	0.0420	0.3266	0.0272	0.0676	0.3294	0.2223	0.0908	0.190
2776	0.0971	0.2856	0.0493	0.0906	0.3466	0.3169	0.2184	-0.052
2777	0.0802	0.2969	0.0425	0.0836	0.3414	0.2889	0.1796	0.014
2778	0.0633	0.3082	0.0357	0.0766	0.3362	0.2610	0.1407	0.083
2779	0.0463	0.3196	0.0288	0.0695	0.3311	0.2331	0.1019	0.156
2780	0.0991	0.2829	0.0501	0.0915	0.3473	0.3215	0.2234	-0.064
2781	0.0832	0.2929	0.0437	0.0849	0.3425	0.2959	0.1871	-0.005
2782	0.0672	0.3028	0.0372	0.0783	0.3378	0.2702	0.1507	0.057
2783	0.0513	0.3128	0.0308	0.0717	0.3330	0.2446	0.1144	0.122
2784	0.1014	0.2803	0.0510	0.0925	0.3482	0.3264	0.2290	-0.076
2785	0.0865	0.2890	0.0450	0.0864	0.3438	0.3032	0.1955	-0.024
2786	0.0717	0.2977	0.0390	0.0803	0.3395	0.2800	0.1619	0.031
2787	0.0569	0.3063	0.0330	0.0742	0.3351	0.2568	0.1284	0.088
2788	0.0709	0.2318	0.0369	0.0701	0.2695	0.2375	0.1576	-0.012
2789	0.0595	0.2538	0.0328	0.0677	0.2768	0.2231	0.1307	0.064
2790	0.0482	0.2757	0.0288	0.0653	0.2841	0.2087	0.1038	0.138
2791	0.0368	0.2977	0.0247	0.0630	0.2914	0.1944	0.0769	0.210
2792	0.0720	0.2274	0.0373	0.0703	0.2679	0.2394	0.1605	-0.026
2793	0.0611	0.2471	0.0334	0.0681	0.2744	0.2260	0.1350	0.045
2794	0.0503	0.2669	0.0295	0.0658	0.2808	0.2126	0.1096	0.113
2795	0.0395	0.2866	0.0257	0.0636	0.2873	0.1992	0.0841	0.180
2796	0.0732	0.2230	0.0377	0.0706	0.2663	0.2415	0.1638	-0.040
2797	0.0630	0.2406	0.0341	0.0685	0.2720	0.2292	0.1399	0.024
2798	0.0529	0.2582	0.0304	0.0664	0.2777	0.2168	0.1161	0.087
2799	0.0427	0.2758	0.0268	0.0643	0.2834	0.2044	0.0922	0.149
2800	0.0747	0.2188	0.0382	0.0709	0.2648	0.2437	0.1674	-0.054
2801	0.0652	0.2343	0.0348	0.0689	0.2697	0.2325	0.1454	0.004
2802	0.0557	0.2497	0.0314	0.0670	0.2747	0.2213	0.1234	0.060
2803	0.0463	0.2652	0.0280	0.0650	0.2796	0.2101	0.1013	0.116
2804	0.0940	0.2939	0.0481	0.0893	0.3476	0.3102	0.2111	-0.027
2805	0.0755	0.3093	0.0406	0.0816	0.3429	0.2790	0.1685	0.052
2806	0.0569	0.3248	0.0332	0.0739	0.3382	0.2477	0.1260	0.135
2807	0.0384	0.3402	0.0257	0.0662	0.3335	0.2165	0.0835	0.222
2808	0.0954	0.2907	0.0487	0.0900	0.3479	0.3141	0.2149	-0.039
2809	0.0777	0.3045	0.0415	0.0826	0.3435	0.2848	0.1743	0.033
2810	0.0599	0.3184	0.0343	0.0753	0.3390	0.2555	0.1337	0.109
2811	0.0421	0.3322	0.0272	0.0679	0.3345	0.2262	0.0931	0.190
2812	0.0971	0.2876	0.0493	0.0907	0.3484	0.3183	0.2193	-0.051
2813	0.0802	0.2999	0.0425	0.0838	0.3442	0.2912	0.1809	0.015
2814	0.0633	0.3122	0.0357	0.0768	0.3399	0.2640	0.1425	0.084
2815	0.0464	0.3245	0.0289	0.0698	0.3357	0.2368	0.1041	0.156
2816	0.0991	0.2847	0.0501	0.0916	0.3490	0.3229	0.2243	-0.063
2817	0.0832	0.2955	0.0437	0.0851	0.3450	0.2979	0.1884	-0.004
2818	0.0673	0.3063	0.0373	0.0785	0.3411	0.2730	0.1525	0.057
2819	0.0513	0.3171	0.0308	0.0720	0.3371	0.2481	0.1166	0.122
2820	0.1014	0.2818	0.0510	0.0926	0.3497	0.3276	0.2298	-0.075
2821	0.0866	0.2913	0.0450	0.0865	0.3460	0.3051	0.1967	-0.023
2822	0.0718	0.3007	0.0390	0.0805	0.3424	0.2826	0.1636	0.031
2823	0.0569	0.3101	0.0331	0.0744	0.3388	0.2600	0.1305	0.088
2824	0.0700	0.2386	0.0366	0.0700	0.2732	0.2372	0.1560	0.003
2825	0.0581	0.2640	0.0324	0.0675	0.2824	0.2227	0.1283	0.085
2826	0.0463	0.2894	0.0281	0.0651	0.2915	0.2082	0.1005	0.163
2827	0.0345	0.3148	0.0239	0.0627	0.3007	0.1937	0.0728	0.238
2828	0.0709	0.2338	0.0369	0.0702	0.2713	0.2389	0.1585	-0.011
2829	0.0595	0.2568	0.0328	0.0678	0.2795	0.2252	0.1320	0.066
2830	0.0482	0.2798	0.0288	0.0655	0.2877	0.2115	0.1055	0.139
2831	0.0368	0.3028	0.0247	0.0632	0.2959	0.1979	0.0790	0.210
2832	0.0720	0.2292	0.0373	0.0704	0.2695	0.2407	0.1614	-0.025
2833	0.0612	0.2498	0.0334	0.0682	0.2768	0.2280	0.1363	0.046
2834	0.0504	0.2704	0.0296	0.0660	0.2841	0.2152	0.1112	0.114
2835	0.0396	0.2911	0.0257	0.0638	0.2914	0.2025	0.0861	0.179
2836	0.0732	0.2246	0.0377	0.0707	0.2677	0.2427	0.1646	-0.039
2837	0.0631	0.2429	0.0341	0.0686	0.2742	0.2310	0.1411	0.025
2838	0.0529	0.2613	0.0304	0.0666	0.2806	0.2192	0.1177	0.088
2839	0.0427	0.2796	0.0268	0.0645	0.2870	0.2075	0.0942	0.148
2840	0.0747	0.2201	0.0382	0.0710	0.2661	0.2449	0.1682	-0.053
2841	0.0652	0.2363	0.0348	0.0691	0.2716	0.2342	0.1465	0.004
2842	0.0558	0.2524	0.0314	0.0672	0.2772	0.2235	0.1249	0.061
2843	0.0463	0.2685	0.0281	0.0653	0.2827	0.2128	0.1032	0.116
2844	0.0966	0.2914	0.0495	0.0943	0.3432	0.3047	0.2083	-0.022
2845	0.0794	0.3056	0.0427	0.0891	0.3364	0.2707	0.1644	0.060
2846	0.0623	0.3198	0.0360	0.0839	0.3295	0.2367	0.1205	0.149
2847	0.0451	0.3339	0.0292	0.0787	0.3227	0.2027	0.0765	0.245
2848	0.0980	0.2884	0.0500	0.0948	0.3440	0.3088	0.2121	-0.034
2849	0.0815	0.3012	0.0435	0.0898	0.3375	0.2769	0.1702	0.042
2850	0.0650	0.3139	0.0370	0.0848	0.3310	0.2449	0.1282	0.123
2851	0.0485	0.3266	0.0305	0.0799	0.3246	0.2130	0.0862	0.211
2852	0.0996	0.2856	0.0506	0.0953	0.3448	0.3133	0.2166	-0.046
2853	0.0840	0.2969	0.0444	0.0906	0.3388	0.2836	0.1769	0.023
2854	0.0683	0.3082	0.0383	0.0859	0.3327	0.2539	0.1371	0.097
2855	0.0526	0.3196	0.0321	0.0812	0.3267	0.2242	0.0974	0.175
2856	0.1015	0.2829	0.0513	0.0959	0.3458	0.3181	0.2217	-0.059
2857	0.0867	0.2929	0.0455	0.0915	0.3402	0.2909	0.1845	0.003
2858	0.0720	0.3028	0.0397	0.0871	0.3346	0.2636	0.1472	0.069
2859	0.0572	0.3128	0.0339	0.0827	0.3291	0.2363	0.1100	0.139
2860	0.0726	0.2363	0.0380	0.0749	0.2694	0.2322	0.1534	0.009
2861	0.0621	0.2606	0.0344	0.0749	0.2766	0.2152	0.1243	0.095
2862	0.0516	0.2848	0.0309	0.0750	0.2838	0.1981	0.0953	0.179
2863	0.0411	0.3090	0.0274	0.0750	0.2910	0.1811	0.0662	0.261
2864	0.0734	0.2318	0.0382	0.0749	0.2678	0.2341	0.1559	-0.005
2865	0.0633	0.2538	0.0348	0.0749	0.2743	0.2181	0.1281	0.076
2866	0.0532	0.2757	0.0315	0.0749	0.2807	0.2020	0.1003	0.154
2867	0.0432	0.2977	0.0281	0.0750	0.2872	0.1860	0.0726	0.231
2868	0.0744	0.2274	0.0386	0.0748	0.2664	0.2363	0.1589	-0.019
2869	0.0648	0.2471	0.0353	0.0749	0.2721	0.2213	0.1325	0.055
2870	0.0552	0.2669	0.0321	0.0749	0.2778	0.2063	0.1062	0.128
2871	0.0456	0.2866	0.0289	0.0749	0.2835	0.1914	0.0799	0.199
2872	0.0755	0.2230	0.0389	0.0748	0.2650	0.2386	0.1622	-0.034
2873	0.0665	0.2406	0.0359	0.0749	0.2700	0.2248	0.1375	0.034
2874	0.0575	0.2582	0.0328	0.0749	0.2750	0.2110	0.1129	0.101
2875	0.0485	0.2758	0.0298	0.0749	0.2800	0.1972	0.0882	0.166
2876	0.0967	0.2965	0.0495	0.0946	0.3476	0.3077	0.2099	-0.019
2877	0.0796	0.3133	0.0428	0.0896	0.3430	0.2752	0.1668	0.065
2878	0.0624	0.3300	0.0360	0.0846	0.3384	0.2427	0.1237	0.152
2879	0.0453	0.3468	0.0293	0.0795	0.3337	0.2102	0.0806	0.245
2880	0.0981	0.2930	0.0500	0.0951	0.3480	0.3117	0.2138	-0.031
2881	0.0816	0.3080	0.0436	0.0903	0.3436	0.2812	0.1726	0.045
2882	0.0652	0.3230	0.0371	0.0855	0.3391	0.2507	0.1314	0.126
2883	0.0487	0.3380	0.0306	0.0807	0.3347	0.2202	0.0903	0.211
2884	0.0997	0.2897	0.0507	0.0956	0.3485	0.3161	0.2182	-0.044
2885	0.0841	0.3030	0.0445	0.0910	0.3443	0.2877	0.1793	0.026
2886	0.0684	0.3163	0.0383	0.0865	0.3401	0.2594	0.1403	0.099
2887	0.0528	0.3296	0.0321	0.0819	0.3359	0.2311	0.1014	0.176
2888	0.1016	0.2865	0.0514	0.0962	0.3491	0.3207	0.2232	-0.056
2889	0.0869	0.2982	0.0456	0.0919	0.3451	0.2947	0.1868	0.006
2890	0.0721	0.3099	0.0397	0.0876	0.3412	0.2687	0.1503	0.071
2891	0.0574	0.3216	0.0339	0.0834	0.3373	0.2427	0.1139	0.140
2892	0.0727	0.2410	0.0380	0.0752	0.2733	0.2349	0.1549	0.013
2893	0.0622	0.2676	0.0345	0.0754	0.2825	0.2193	0.1267	0.099
2894	0.0517	0.2942	0.0310	0.0756	0.2917	0.2036	0.0984	0.182
2895	0.0413	0.3207	0.0274	0.0758	0.3008	0.1880	0.0701	0.261
2896	0.0735	0.2359	0.0383	0.0752	0.2714	0.2367	0.1574	-0.002
2897	0.0634	0.2600	0.0349	0.0754	0.2796	0.2220	0.1304	0.079
2898	0.0534	0.2840	0.0315	0.0755	0.2879	0.2072	0.1034	0.156
2899	0.0434	0.3080	0.0281	0.0757	0.2961	0.1925	0.0764	0.231
2900	0.0745	0.2310	0.0386	0.0751	0.2696	0.2387	0.1603	-0.016
2901	0.0649	0.2526	0.0354	0.0753	0.2769	0.2249	0.1348	0.058
2902	0.0554	0.2741	0.0321	0.0755	0.2842	0.2112	0.1092	0.130
2903	0.0458	0.2957	0.0289	0.0757	0.2915	0.1974	0.0836	0.199
2904	0.0756	0.2262	0.0389	0.0751	0.2678	0.2408	0.1636	-0.031
2905	0.0666	0.2453	0.0359	0.0753	0.2742	0.2282	0.1397	0.036
2906	0.0576	0.2645	0.0329	0.0754	0.2806	0.2155	0.1157	0.102
2907	0.0487	0.2836	0.0299	0.0756	0.2871	0.2028	0.0918	0.166
2908	0.0966	0.2914	0.0495	0.0943	0.3402	0.2996	0.2059	-0.014
2909	0.0794	0.3056	0.0427	0.0891	0.3318	0.2630	0.1609	0.075
2910	0.0623	0.3198	0.0360	0.0839	0.3235	0.2264	0.1158	0.171
2911	0.0451	0.3339	0.0292	0.0787	0.3151	0.1898	0.0707	0.275
2912	0.0980	0.2884	0.0500	0.0948	0.3412	0.3039	0.2098	-0.026
2913	0.0815	0.3012	0.0435	0.0898	0.3333	0.2694	0.1667	0.056
2914	0.0650	0.3139	0.0370	0.0848	0.3255	0.2350	0.1236	0.144
2915	0.0485	0.3266	0.0305	0.0799	0.3176	0.2006	0.0804	0.239
2916	0.0996	0.2856	0.0506	0.0953	0.3423	0.3086	0.2143	-0.039
2917	0.0840	0.2969	0.0444	0.0906	0.3350	0.2765	0.1735	0.036
2918	0.0683	0.3082	0.0383	0.0859	0.3277	0.2444	0.1326	0.115
2919	0.0526	0.3196	0.0321	0.0812	0.3204	0.2124	0.0917	0.201
2920	0.1015	0.2829	0.0513	0.0959	0.3435	0.3137	0.2195	-0.052
2921	0.0867	0.2929	0.0455	0.0915	0.3368	0.2842	0.1811	0.015
2922	0.0720	0.3028	0.0397	0.0871	0.3301	0.2546	0.1428	0.086
2923	0.0572	0.3128	0.0339	0.0827	0.3234	0.2251	0.1045	0.163
2924	0.0726	0.2363	0.0380	0.0749	0.2667	0.2275	0.1512	0.019
2925	0.0621	0.2606	0.0344	0.0749	0.2726	0.2081	0.1210	0.112
2926	0.0516	0.2848	0.0309	0.0750	0.2784	0.1887	0.0908	0.203
2927	0.0411	0.3090	0.0274	0.0750	0.2843	0.1694	0.0607	0.292
2928	0.0734	0.2318	0.0382	0.0749	0.2654	0.2297	0.1538	0.005
2929	0.0633	0.2538	0.0348	0.0749	0.2706	0.2114	0.1249	0.091
2930	0.0532	0.2757	0.0315	0.0749	0.2759	0.1931	0.0960	0.176
2931	0.0432	0.2977	0.0281	0.0750	0.2811	0.1748	0.0671	0.260
2932	0.0744	0.2274	0.0386	0.0748	0.2642	0.2321	0.1568	-0.010
2933	0.0648	0.2471	0.0353	0.0749	0.2688	0.2150	0.1294	0.070
2934	0.0552	0.2669	0.0321	0.0749	0.2734	0.1979	0.1020	0.148
2935	0.0456	0.2866	0.0289	0.0749	0.2780	0.1808	0.0746	0.226
2936	0.0755	0.2230	0.0389	0.0748	0.2630	0.2347	0.1602	-0.025
2937	0.0665	0.2406	0.0359	0.0749	0.2670	0.2189	0.1345	0.047
2938	0.0575	0.2582	0.0328	0.0749	0.2711	0.2031	0.1088	0.119
2939	0.0485	0.2758	0.0298	0.0749	0.2751	0.1874	0.0832	0.191
2940	0.0955	0.2944	0.0491	0.0939	0.3343	0.2884	0.1997	0.010
2941	0.0777	0.3101	0.0421	0.0885	0.3230	0.2462	0.1514	0.115
2942	0.0599	0.3258	0.0351	0.0831	0.3116	0.2041	0.1032	0.230
2943	0.0422	0.3415	0.0281	0.0777	0.3003	0.1619	0.0550	0.357
2944	0.0966	0.2914	0.0495	0.0943	0.3355	0.2924	0.2029	-0.002
2945	0.0794	0.3056	0.0427	0.0891	0.3248	0.2523	0.1564	0.096
2946	0.0623	0.3198	0.0360	0.0839	0.3141	0.2121	0.1098	0.202
2947	0.0451	0.3339	0.0292	0.0787	0.3034	0.1720	0.0632	0.320
2948	0.0980	0.2884	0.0500	0.0948	0.3369	0.2969	0.2069	-0.014
2949	0.0815	0.3012	0.0435	0.0898	0.3269	0.2590	0.1622	0.075
2950	0.0650	0.3139	0.0370	0.0848	0.3168	0.2211	0.1176	0.173
2951	0.0485	0.3266	0.0305	0.0799	0.3068	0.1833	0.0730	0.281
2952	0.0719	0.2409	0.0377	0.0749	0.2634	0.2187	0.1461	0.048
2953	0.0610	0.2675	0.0341	0.0749	0.2677	0.1950	0.1134	0.157
2954	0.0501	0.2940	0.0304	0.0750	0.2719	0.1713	0.0807	0.264
2955	0.0393	0.3205	0.0268	0.0750	0.2762	0.1475	0.0480	0.370
2956	0.0726	0.2363	0.0380	0.0749	0.2625	0.2209	0.1483	0.034
2957	0.0621	0.2606	0.0344	0.0749	0.2663	0.1983	0.1167	0.136
2958	0.0516	0.2848	0.0309	0.0750	0.2700	0.1756	0.0852	0.237
2959	0.0411	0.3090	0.0274	0.0750	0.2738	0.1530	0.0536	0.338
2960	0.0734	0.2318	0.0382	0.0749	0.2616	0.2234	0.1510	0.019
2961	0.0633	0.2538	0.0348	0.0749	0.2649	0.2020	0.1207	0.114
2962	0.0532	0.2757	0.0315	0.0749	0.2682	0.1806	0.0904	0.209
2963	0.0432	0.2977	0.0281	0.0750	0.2716	0.1591	0.0602	0.303
2964	0.1027	0.2755	0.0515	0.0936	0.3466	0.3296	0.2327	-0.089
2965	0.0885	0.2817	0.0458	0.0881	0.3414	0.3080	0.2010	-0.045
2966	0.0744	0.2879	0.0401	0.0825	0.3362	0.2865	0.1693	0.003
2967	0.0602	0.2942	0.0344	0.0770	0.3311	0.2649	0.1376	0.052
2968	0.1049	0.2741	0.0524	0.0945	0.3479	0.3342	0.2380	-0.099
2969	0.0918	0.2796	0.0471	0.0894	0.3435	0.3150	0.2090	-0.059
2970	0.0788	0.2851	0.0418	0.0844	0.3390	0.2957	0.1800	-0.018
2971	0.0657	0.2907	0.0365	0.0793	0.3345	0.2765	0.1509	0.025
2972	0.1072	0.2727	0.0533	0.0955	0.3493	0.3388	0.2436	-0.108
2973	0.0953	0.2776	0.0485	0.0909	0.3455	0.3219	0.2174	-0.074
2974	0.0834	0.2825	0.0437	0.0863	0.3417	0.3049	0.1911	-0.038
2975	0.0715	0.2873	0.0389	0.0816	0.3378	0.2880	0.1649	-0.001
2976	0.1097	0.2714	0.0543	0.0965	0.3506	0.3434	0.2494	-0.117
2977	0.0990	0.2757	0.0500	0.0924	0.3474	0.3287	0.2261	-0.088
2978	0.0883	0.2799	0.0457	0.0883	0.3442	0.3140	0.2028	-0.057
2979	0.0777	0.2841	0.0413	0.0841	0.3410	0.2994	0.1794	-0.026
