ID	B1	B2	B3	B4	B5	B6	B7	NDII
4298	0.0540	0.2042	0.0303	0.0603	0.2116	0.1573	0.0994	0.130
4299	0.0441	0.2082	0.0266	0.0567	0.2008	0.1301	0.0714	0.231
4300	0.0988	0.2639	0.0504	0.0934	0.3106	0.2802	0.2035	-0.030
4301	0.0827	0.2644	0.0441	0.0877	0.2874	0.2340	0.1571	0.061
4302	0.0666	0.2649	0.0379	0.0821	0.2642	0.1878	0.1108	0.170
4303	0.0505	0.2653	0.0316	0.0764	0.2411	0.1415	0.0645	0.304
4304	0.1004	0.2639	0.0511	0.0940	0.3142	0.2857	0.2081	-0.040
4305	0.0852	0.2644	0.0451	0.0887	0.2928	0.2422	0.1641	0.044
4306	0.0699	0.2648	0.0391	0.0833	0.2715	0.1987	0.1201	0.143
4307	0.0546	0.2653	0.0331	0.0780	0.2501	0.1552	0.0761	0.262
4308	0.1022	0.2639	0.0517	0.0947	0.3179	0.2916	0.2132	-0.050
4309	0.0878	0.2643	0.0461	0.0897	0.2984	0.2510	0.1717	0.026
4310	0.0734	0.2648	0.0405	0.0846	0.2789	0.2104	0.1303	0.114
4311	0.0591	0.2652	0.0348	0.0796	0.2594	0.1699	0.0888	0.219
4312	0.1042	0.2639	0.0525	0.0954	0.3217	0.2978	0.2187	-0.060
4313	0.0907	0.2643	0.0472	0.0907	0.3040	0.2603	0.1800	0.008
4314	0.0773	0.2648	0.0420	0.0861	0.2864	0.2229	0.1413	0.086
4315	0.0639	0.2652	0.0367	0.0814	0.2688	0.1854	0.1026	0.177
4316	0.0740	0.2094	0.0385	0.0734	0.2382	0.2081	0.1473	0.003
4317	0.0642	0.2202	0.0353	0.0727	0.2298	0.1790	0.1152	0.103
4318	0.0543	0.2310	0.0320	0.0720	0.2214	0.1499	0.0831	0.213
4319	0.0445	0.2418	0.0288	0.0713	0.2130	0.1208	0.0511	0.334
4320	0.0750	0.2077	0.0388	0.0735	0.2395	0.2115	0.1505	-0.009
4321	0.0656	0.2176	0.0357	0.0728	0.2317	0.1841	0.1201	0.084
4322	0.0563	0.2275	0.0327	0.0722	0.2240	0.1567	0.0896	0.184
4323	0.0470	0.2375	0.0296	0.0715	0.2162	0.1293	0.0591	0.295
4324	0.0760	0.2060	0.0392	0.0736	0.2408	0.2151	0.1541	-0.022
4325	0.0673	0.2151	0.0363	0.0730	0.2337	0.1895	0.1253	0.063
4326	0.0585	0.2241	0.0334	0.0723	0.2266	0.1640	0.0966	0.155
4327	0.0497	0.2332	0.0305	0.0717	0.2196	0.1384	0.0679	0.255
4328	0.0772	0.2043	0.0396	0.0737	0.2422	0.2190	0.1579	-0.035
4329	0.0690	0.2125	0.0369	0.0731	0.2358	0.1953	0.1311	0.042
4330	0.0609	0.2207	0.0341	0.0725	0.2294	0.1717	0.1042	0.125
4331	0.0527	0.2289	0.0314	0.0720	0.2230	0.1481	0.0774	0.214
4332	0.0955	0.2517	0.0485	0.0874	0.2977	0.2707	0.2005	-0.036
4333	0.0777	0.2461	0.0413	0.0787	0.2680	0.2197	0.1526	0.057
4334	0.0599	0.2405	0.0340	0.0701	0.2384	0.1687	0.1048	0.176
4335	0.0422	0.2348	0.0268	0.0614	0.2088	0.1177	0.0570	0.332
4336	0.0972	0.2527	0.0492	0.0883	0.3020	0.2765	0.2052	-0.045
4337	0.0804	0.2475	0.0424	0.0801	0.2746	0.2284	0.1598	0.040
4338	0.0635	0.2423	0.0355	0.0719	0.2471	0.1803	0.1143	0.147
4339	0.0466	0.2371	0.0286	0.0637	0.2197	0.1322	0.0689	0.284
4340	0.0992	0.2536	0.0500	0.0893	0.3065	0.2827	0.2104	-0.054
4341	0.0833	0.2489	0.0435	0.0816	0.2813	0.2378	0.1676	0.023
4342	0.0674	0.2442	0.0370	0.0739	0.2562	0.1928	0.1247	0.118
4343	0.0515	0.2395	0.0306	0.0662	0.2310	0.1478	0.0819	0.237
4344	0.1013	0.2546	0.0509	0.0904	0.3112	0.2894	0.2161	-0.064
4345	0.0865	0.2504	0.0448	0.0832	0.2883	0.2478	0.1760	0.005
4346	0.0716	0.2461	0.0388	0.0761	0.2654	0.2061	0.1360	0.089
4347	0.0568	0.2419	0.0327	0.0689	0.2425	0.1645	0.0960	0.191
4348	0.0706	0.1977	0.0366	0.0674	0.2259	0.1989	0.1444	-0.003
4349	0.0592	0.2026	0.0324	0.0637	0.2114	0.1652	0.1109	0.102
4350	0.0477	0.2076	0.0282	0.0600	0.1969	0.1316	0.0773	0.224
4351	0.0362	0.2125	0.0240	0.0564	0.1824	0.0979	0.0437	0.369
4352	0.0718	0.1969	0.0370	0.0678	0.2280	0.2027	0.1477	-0.014
4353	0.0609	0.2015	0.0330	0.0643	0.2146	0.1709	0.1158	0.082
4354	0.0500	0.2060	0.0290	0.0608	0.2011	0.1391	0.0840	0.194
4355	0.0391	0.2105	0.0250	0.0574	0.1876	0.1074	0.0521	0.324
4356	0.0731	0.1962	0.0375	0.0682	0.2302	0.2068	0.1514	-0.026
4357	0.0628	0.2003	0.0337	0.0650	0.2178	0.1770	0.1213	0.062
4358	0.0525	0.2045	0.0299	0.0617	0.2054	0.1473	0.0913	0.162
4359	0.0423	0.2086	0.0262	0.0584	0.1931	0.1176	0.0612	0.279
4360	0.0744	0.1954	0.0380	0.0687	0.2324	0.2111	0.1553	-0.039
4361	0.0648	0.1992	0.0345	0.0657	0.2212	0.1836	0.1273	0.041
4362	0.0553	0.2030	0.0309	0.0626	0.2099	0.1561	0.0992	0.131
4363	0.0457	0.2067	0.0274	0.0596	0.1986	0.1285	0.0711	0.233
4364	0.0951	0.2536	0.0483	0.0867	0.2994	0.2716	0.2006	-0.034
4365	0.0771	0.2489	0.0410	0.0777	0.2706	0.2210	0.1529	0.059
4366	0.0591	0.2441	0.0336	0.0687	0.2418	0.1704	0.1051	0.178
4367	0.0412	0.2394	0.0263	0.0598	0.2130	0.1198	0.0574	0.333
4368	0.0969	0.2544	0.0490	0.0877	0.3037	0.2774	0.2054	-0.043
4369	0.0798	0.2500	0.0421	0.0792	0.2770	0.2297	0.1600	0.042
4370	0.0627	0.2457	0.0351	0.0707	0.2504	0.1820	0.1146	0.149
4371	0.0457	0.2414	0.0281	0.0622	0.2238	0.1344	0.0693	0.285
4372	0.0988	0.2552	0.0498	0.0887	0.3081	0.2836	0.2106	-0.053
4373	0.0828	0.2512	0.0433	0.0807	0.2837	0.2391	0.1678	0.025
4374	0.0667	0.2473	0.0367	0.0727	0.2593	0.1945	0.1251	0.119
4375	0.0506	0.2434	0.0301	0.0648	0.2349	0.1500	0.0823	0.237
4376	0.1010	0.2560	0.0507	0.0898	0.3126	0.2903	0.2162	-0.063
4377	0.0860	0.2525	0.0446	0.0824	0.2905	0.2491	0.1763	0.007
4378	0.0710	0.2489	0.0384	0.0750	0.2684	0.2078	0.1364	0.090
4379	0.0560	0.2454	0.0323	0.0676	0.2462	0.1666	0.0964	0.191
4380	0.0702	0.1993	0.0364	0.0668	0.2274	0.1997	0.1446	-0.001
4381	0.0586	0.2051	0.0321	0.0627	0.2136	0.1664	0.1111	0.104
4382	0.0469	0.2108	0.0278	0.0587	0.1998	0.1331	0.0776	0.226
4383	0.0352	0.2165	0.0235	0.0547	0.1861	0.0998	0.0441	0.369
4384	0.0714	0.1984	0.0368	0.0672	0.2294	0.2034	0.1479	-0.013
4385	0.0603	0.2037	0.0327	0.0634	0.2166	0.1721	0.1161	0.084
4386	0.0492	0.2089	0.0286	0.0596	0.2039	0.1407	0.0843	0.195
4387	0.0382	0.2142	0.0245	0.0558	0.1911	0.1093	0.0524	0.324
4388	0.0727	0.1975	0.0373	0.0677	0.2315	0.2075	0.1515	-0.025
4389	0.0623	0.2023	0.0334	0.0641	0.2198	0.1782	0.1215	0.063
4390	0.0518	0.2071	0.0296	0.0605	0.2080	0.1488	0.0916	0.164
4391	0.0414	0.2119	0.0257	0.0570	0.1963	0.1195	0.0616	0.279
4392	0.0741	0.1966	0.0378	0.0682	0.2336	0.2119	0.1555	-0.037
4393	0.0643	0.2009	0.0342	0.0648	0.2230	0.1847	0.1275	0.042
4394	0.0546	0.2053	0.0306	0.0615	0.2123	0.1575	0.0995	0.132
4395	0.0448	0.2097	0.0270	0.0582	0.2016	0.1303	0.0715	0.233
4396	0.0956	0.2528	0.0486	0.0877	0.2983	0.2708	0.2005	-0.034
4397	0.0779	0.2478	0.0414	0.0791	0.2690	0.2198	0.1527	0.060
4398	0.0602	0.2427	0.0341	0.0706	0.2396	0.1689	0.1048	0.179
4399	0.0425	0.2376	0.0269	0.0621	0.2103	0.1179	0.0570	0.337
4400	0.0974	0.2537	0.0493	0.0886	0.3026	0.2766	0.2052	-0.043
4401	0.0805	0.2490	0.0424	0.0805	0.2755	0.2286	0.1598	0.043
4402	0.0637	0.2444	0.0356	0.0725	0.2483	0.1805	0.1143	0.150
4403	0.0469	0.2397	0.0287	0.0644	0.2212	0.1325	0.0689	0.288
4404	0.0993	0.2545	0.0501	0.0896	0.3071	0.2829	0.2104	-0.053
4405	0.0835	0.2503	0.0436	0.0820	0.2822	0.2379	0.1676	0.025
4406	0.0676	0.2461	0.0371	0.0744	0.2573	0.1930	0.1248	0.121
4407	0.0518	0.2419	0.0307	0.0669	0.2324	0.1481	0.0819	0.240
4408	0.1014	0.2554	0.0509	0.0906	0.3117	0.2895	0.2161	-0.063
4409	0.0866	0.2516	0.0449	0.0836	0.2891	0.2480	0.1761	0.007
4410	0.0719	0.2478	0.0389	0.0766	0.2665	0.2064	0.1361	0.091
4411	0.0571	0.2441	0.0328	0.0695	0.2439	0.1648	0.0961	0.194
4412	0.0708	0.1987	0.0367	0.0677	0.2264	0.1990	0.1444	-0.001
4413	0.0593	0.2041	0.0325	0.0641	0.2122	0.1653	0.1109	0.105
4414	0.0479	0.2095	0.0283	0.0606	0.1979	0.1317	0.0773	0.228
4415	0.0365	0.2149	0.0241	0.0570	0.1837	0.0981	0.0438	0.373
4416	0.0719	0.1978	0.0371	0.0681	0.2285	0.2028	0.1477	-0.012
4417	0.0611	0.2028	0.0331	0.0647	0.2153	0.1710	0.1159	0.085
4418	0.0502	0.2078	0.0291	0.0614	0.2021	0.1393	0.0840	0.197
4419	0.0394	0.2127	0.0252	0.0580	0.1888	0.1076	0.0521	0.328
4420	0.0732	0.1970	0.0375	0.0685	0.2306	0.2069	0.1514	-0.024
4421	0.0629	0.2015	0.0338	0.0653	0.2185	0.1772	0.1213	0.064
4422	0.0527	0.2061	0.0300	0.0622	0.2063	0.1475	0.0913	0.166
4423	0.0425	0.2106	0.0263	0.0590	0.1942	0.1178	0.0612	0.282
4424	0.0745	0.1961	0.0380	0.0689	0.2328	0.2112	0.1554	-0.037
4425	0.0650	0.2002	0.0345	0.0660	0.2218	0.1837	0.1273	0.043
4426	0.0555	0.2044	0.0310	0.0631	0.2107	0.1562	0.0992	0.133
4427	0.0459	0.2085	0.0275	0.0602	0.1997	0.1287	0.0711	0.236
4428	0.0973	0.2523	0.0495	0.0905	0.2976	0.2704	0.2004	-0.035
4429	0.0804	0.2470	0.0428	0.0834	0.2680	0.2193	0.1525	0.059
4430	0.0635	0.2416	0.0360	0.0764	0.2384	0.1681	0.1047	0.179
4431	0.0467	0.2363	0.0293	0.0693	0.2088	0.1170	0.0568	0.338
4432	0.0990	0.2532	0.0502	0.0913	0.3020	0.2762	0.2051	-0.043
4433	0.0830	0.2483	0.0438	0.0846	0.2746	0.2280	0.1597	0.043
4434	0.0670	0.2434	0.0374	0.0779	0.2471	0.1797	0.1142	0.150
4435	0.0510	0.2385	0.0309	0.0712	0.2197	0.1315	0.0687	0.289
4436	0.1009	0.2541	0.0509	0.0922	0.3065	0.2825	0.2104	-0.053
4437	0.0858	0.2497	0.0449	0.0859	0.2814	0.2374	0.1675	0.025
4438	0.0707	0.2452	0.0388	0.0796	0.2562	0.1923	0.1246	0.121
4439	0.0556	0.2408	0.0328	0.0733	0.2310	0.1472	0.0817	0.241
4440	0.1029	0.2550	0.0517	0.0931	0.3112	0.2892	0.2160	-0.063
4441	0.0888	0.2510	0.0461	0.0872	0.2883	0.2474	0.1760	0.007
4442	0.0748	0.2470	0.0404	0.0814	0.2654	0.2056	0.1359	0.091
4443	0.0607	0.2431	0.0348	0.0756	0.2425	0.1639	0.0959	0.195
4444	0.0724	0.1982	0.0376	0.0705	0.2259	0.1986	0.1443	-0.001
4445	0.0618	0.2034	0.0339	0.0684	0.2114	0.1648	0.1108	0.105
4446	0.0512	0.2086	0.0302	0.0662	0.1969	0.1310	0.0772	0.228
4447	0.0407	0.2138	0.0264	0.0641	0.1823	0.0972	0.0436	0.375
4448	0.0735	0.1974	0.0379	0.0707	0.2280	0.2024	0.1477	-0.013
4449	0.0634	0.2022	0.0344	0.0687	0.2145	0.1705	0.1158	0.085
4450	0.0534	0.2069	0.0309	0.0667	0.2010	0.1386	0.0838	0.198
4451	0.0434	0.2117	0.0274	0.0647	0.1876	0.1067	0.0519	0.330
4452	0.0747	0.1966	0.0384	0.0710	0.2302	0.2065	0.1513	-0.025
4453	0.0652	0.2009	0.0350	0.0691	0.2178	0.1767	0.1212	0.064
4454	0.0557	0.2053	0.0317	0.0672	0.2054	0.1469	0.0911	0.166
4455	0.0463	0.2097	0.0284	0.0653	0.1930	0.1170	0.0611	0.284
4456	0.0759	0.1958	0.0388	0.0713	0.2324	0.2109	0.1553	-0.037
4457	0.0671	0.1997	0.0357	0.0695	0.2211	0.1833	0.1272	0.043
4458	0.0583	0.2037	0.0326	0.0678	0.2099	0.1556	0.0991	0.134
4459	0.0495	0.2077	0.0295	0.0660	0.1986	0.1280	0.0710	0.237
4460	0.0960	0.2520	0.0488	0.0884	0.2968	0.2698	0.2003	-0.034
4461	0.0785	0.2465	0.0417	0.0803	0.2668	0.2183	0.1524	0.061
4462	0.0611	0.2410	0.0346	0.0721	0.2368	0.1668	0.1044	0.182
4463	0.0436	0.2355	0.0275	0.0640	0.2067	0.1154	0.0565	0.342
4464	0.0978	0.2529	0.0495	0.0893	0.3012	0.2756	0.2050	-0.043
4465	0.0812	0.2478	0.0428	0.0816	0.2734	0.2270	0.1595	0.044
4466	0.0646	0.2428	0.0360	0.0739	0.2456	0.1785	0.1139	0.153
4467	0.0480	0.2377	0.0293	0.0662	0.2177	0.1299	0.0684	0.293
4468	0.0997	0.2538	0.0503	0.0903	0.3058	0.2819	0.2102	-0.052
4469	0.0841	0.2492	0.0439	0.0830	0.2802	0.2364	0.1673	0.026
4470	0.0684	0.2446	0.0376	0.0758	0.2547	0.1910	0.1244	0.123
4471	0.0528	0.2401	0.0312	0.0686	0.2291	0.1456	0.0814	0.245
4472	0.1018	0.2548	0.0511	0.0913	0.3105	0.2886	0.2159	-0.062
4473	0.0872	0.2506	0.0452	0.0846	0.2872	0.2465	0.1758	0.008
4474	0.0726	0.2465	0.0393	0.0778	0.2640	0.2044	0.1357	0.093
4475	0.0580	0.2424	0.0333	0.0711	0.2408	0.1623	0.0956	0.198
4476	0.0712	0.1979	0.0369	0.0684	0.2252	0.1980	0.1442	0.000
4477	0.0600	0.2030	0.0328	0.0653	0.2103	0.1639	0.1106	0.106
4478	0.0488	0.2080	0.0288	0.0621	0.1954	0.1298	0.0769	0.231
4479	0.0376	0.2130	0.0247	0.0589	0.1805	0.0957	0.0433	0.380
4480	0.0723	0.1971	0.0373	0.0688	0.2273	0.2018	0.1476	-0.012
4481	0.0617	0.2018	0.0334	0.0658	0.2135	0.1697	0.1156	0.086
4482	0.0511	0.2064	0.0296	0.0628	0.1997	0.1375	0.0836	0.200
4483	0.0404	0.2110	0.0257	0.0598	0.1859	0.1053	0.0516	0.334
4484	0.0736	0.1964	0.0377	0.0692	0.2295	0.2060	0.1512	-0.024
4485	0.0635	0.2006	0.0341	0.0663	0.2168	0.1758	0.1211	0.066
4486	0.0535	0.2048	0.0305	0.0635	0.2041	0.1457	0.0909	0.169
4487	0.0435	0.2091	0.0268	0.0607	0.1914	0.1156	0.0608	0.288
4488	0.0749	0.1956	0.0382	0.0696	0.2318	0.2104	0.1552	-0.036
4489	0.0656	0.1994	0.0348	0.0669	0.2202	0.1824	0.1270	0.044
4490	0.0562	0.2033	0.0314	0.0643	0.2087	0.1545	0.0989	0.136
4491	0.0469	0.2071	0.0280	0.0617	0.1971	0.1266	0.0707	0.241
4492	0.0955	0.2542	0.0485	0.0875	0.2990	0.2709	0.2005	-0.032
4493	0.0777	0.2498	0.0413	0.0789	0.2701	0.2200	0.1527	0.063
4494	0.0599	0.2454	0.0340	0.0703	0.2411	0.1692	0.1049	0.184
4495	0.0421	0.2410	0.0268	0.0617	0.2122	0.1183	0.0571	0.342
4496	0.0972	0.2549	0.0492	0.0884	0.3033	0.2768	0.2052	-0.041
4497	0.0804	0.2509	0.0423	0.0803	0.2766	0.2288	0.1598	0.046
4498	0.0635	0.2469	0.0354	0.0721	0.2498	0.1808	0.1144	0.154
4499	0.0466	0.2428	0.0285	0.0640	0.2230	0.1328	0.0689	0.293
4500	0.0992	0.2557	0.0500	0.0894	0.3078	0.2830	0.2105	-0.051
4501	0.0833	0.2520	0.0435	0.0818	0.2832	0.2382	0.1676	0.028
4502	0.0674	0.2484	0.0370	0.0741	0.2587	0.1934	0.1248	0.125
4503	0.0515	0.2447	0.0305	0.0665	0.2341	0.1485	0.0820	0.245
4504	0.1013	0.2564	0.0509	0.0905	0.3124	0.2897	0.2161	-0.061
4505	0.0865	0.2532	0.0448	0.0834	0.2901	0.2482	0.1761	0.010
4506	0.0716	0.2499	0.0387	0.0763	0.2678	0.2067	0.1361	0.095
4507	0.0568	0.2466	0.0327	0.0692	0.2455	0.1652	0.0961	0.198
4508	0.0706	0.1999	0.0366	0.0675	0.2271	0.1991	0.1444	0.002
4509	0.0591	0.2059	0.0324	0.0639	0.2131	0.1655	0.1109	0.109
4510	0.0477	0.2119	0.0282	0.0602	0.1992	0.1319	0.0773	0.233
4511	0.0362	0.2179	0.0239	0.0566	0.1852	0.0983	0.0438	0.378
4512	0.0718	0.1989	0.0370	0.0679	0.2291	0.2029	0.1478	-0.010
4513	0.0609	0.2044	0.0330	0.0645	0.2162	0.1712	0.1159	0.088
4514	0.0500	0.2099	0.0290	0.0610	0.2032	0.1395	0.0840	0.201
4515	0.0391	0.2154	0.0250	0.0576	0.1903	0.1079	0.0521	0.333
4516	0.0730	0.1979	0.0375	0.0683	0.2312	0.2070	0.1514	-0.022
4517	0.0628	0.2030	0.0337	0.0651	0.2193	0.1774	0.1214	0.067
4518	0.0525	0.2080	0.0299	0.0619	0.2075	0.1477	0.0913	0.169
4519	0.0422	0.2130	0.0261	0.0586	0.1956	0.1181	0.0613	0.287
4520	0.0744	0.1970	0.0380	0.0688	0.2334	0.2113	0.1554	-0.035
4521	0.0648	0.2015	0.0344	0.0658	0.2226	0.1839	0.1273	0.046
4522	0.0552	0.2061	0.0309	0.0628	0.2118	0.1565	0.0992	0.137
4523	0.0457	0.2106	0.0274	0.0598	0.2010	0.1290	0.0712	0.240
4524	0.0973	0.2516	0.0496	0.0906	0.2957	0.2689	0.2001	-0.033
4525	0.0805	0.2460	0.0428	0.0836	0.2651	0.2169	0.1521	0.063
4526	0.0637	0.2403	0.0361	0.0765	0.2345	0.1650	0.1041	0.186
4527	0.0469	0.2346	0.0294	0.0695	0.2039	0.1131	0.0561	0.350
4528	0.0991	0.2526	0.0502	0.0914	0.3002	0.2747	0.2049	-0.042
4529	0.0831	0.2474	0.0438	0.0847	0.2718	0.2257	0.1592	0.046
4530	0.0671	0.2421	0.0374	0.0780	0.2434	0.1767	0.1136	0.156
4531	0.0511	0.2369	0.0311	0.0714	0.2151	0.1276	0.0680	0.300
4532	0.1009	0.2535	0.0510	0.0922	0.3048	0.2810	0.2101	-0.051
4533	0.0859	0.2488	0.0449	0.0860	0.2787	0.2351	0.1671	0.028
4534	0.0708	0.2441	0.0389	0.0797	0.2526	0.1892	0.1240	0.127
4535	0.0558	0.2393	0.0329	0.0735	0.2266	0.1434	0.0810	0.251
4536	0.1029	0.2545	0.0518	0.0931	0.3095	0.2877	0.2157	-0.061
4537	0.0889	0.2503	0.0461	0.0873	0.2858	0.2452	0.1756	0.010
4538	0.0749	0.2460	0.0405	0.0815	0.2621	0.2027	0.1354	0.097
4539	0.0609	0.2418	0.0349	0.0757	0.2384	0.1602	0.0952	0.203
4540	0.0725	0.1976	0.0376	0.0706	0.2242	0.1972	0.1441	0.001
4541	0.0619	0.2025	0.0339	0.0685	0.2088	0.1627	0.1103	0.109
4542	0.0514	0.2074	0.0302	0.0664	0.1934	0.1282	0.0766	0.236
4543	0.0408	0.2123	0.0266	0.0643	0.1780	0.0937	0.0429	0.388
4544	0.0736	0.1969	0.0380	0.0708	0.2264	0.2010	0.1474	-0.010
4545	0.0635	0.2014	0.0345	0.0688	0.2121	0.1684	0.1153	0.089
4546	0.0535	0.2059	0.0310	0.0668	0.1978	0.1358	0.0833	0.205
4547	0.0435	0.2103	0.0275	0.0649	0.1835	0.1033	0.0512	0.342
4548	0.0747	0.1961	0.0384	0.0711	0.2286	0.2052	0.1511	-0.023
4549	0.0653	0.2002	0.0351	0.0692	0.2155	0.1747	0.1208	0.068
4550	0.0559	0.2043	0.0318	0.0674	0.2024	0.1441	0.0906	0.173
4551	0.0464	0.2084	0.0285	0.0655	0.1892	0.1136	0.0604	0.294
4552	0.0760	0.1954	0.0388	0.0713	0.2310	0.2096	0.1550	-0.035
4553	0.0672	0.1991	0.0358	0.0696	0.2190	0.1813	0.1268	0.047
4554	0.0584	0.2028	0.0327	0.0679	0.2070	0.1530	0.0986	0.140
4555	0.0496	0.2066	0.0296	0.0662	0.1951	0.1247	0.0703	0.247
4556	0.0985	0.2551	0.0502	0.0926	0.2992	0.2707	0.2004	-0.030
4557	0.0822	0.2512	0.0438	0.0866	0.2703	0.2197	0.1526	0.067
4558	0.0660	0.2473	0.0374	0.0805	0.2414	0.1687	0.1048	0.189
4559	0.0497	0.2434	0.0310	0.0745	0.2126	0.1177	0.0569	0.348
4560	0.1002	0.2558	0.0508	0.0933	0.3035	0.2765	0.2052	-0.039
4561	0.0847	0.2522	0.0448	0.0876	0.2768	0.2284	0.1597	0.049
4562	0.0693	0.2486	0.0387	0.0819	0.2501	0.1803	0.1143	0.159
4563	0.0539	0.2450	0.0326	0.0762	0.2234	0.1323	0.0688	0.299
4564	0.1020	0.2565	0.0515	0.0940	0.3080	0.2828	0.2104	-0.049
4565	0.0875	0.2532	0.0458	0.0887	0.2835	0.2379	0.1676	0.031
4566	0.0730	0.2499	0.0401	0.0834	0.2590	0.1929	0.1247	0.129
4567	0.0585	0.2467	0.0344	0.0780	0.2345	0.1480	0.0819	0.250
4568	0.1040	0.2572	0.0523	0.0948	0.3125	0.2895	0.2161	-0.059
4569	0.0904	0.2542	0.0470	0.0899	0.2903	0.2479	0.1760	0.013
4570	0.0769	0.2513	0.0416	0.0849	0.2681	0.2063	0.1360	0.098
4571	0.0634	0.2484	0.0363	0.0800	0.2459	0.1647	0.0960	0.203
4572	0.0736	0.2007	0.0383	0.0725	0.2272	0.1988	0.1444	0.005
4573	0.0636	0.2071	0.0349	0.0714	0.2133	0.1651	0.1108	0.113
4574	0.0536	0.2136	0.0315	0.0703	0.1994	0.1314	0.0772	0.238
4575	0.0436	0.2200	0.0282	0.0692	0.1855	0.0977	0.0437	0.385
4576	0.0746	0.1997	0.0386	0.0727	0.2292	0.2026	0.1477	-0.007
4577	0.0652	0.2055	0.0354	0.0716	0.2163	0.1709	0.1158	0.092
4578	0.0557	0.2114	0.0322	0.0706	0.2034	0.1391	0.0839	0.206
4579	0.0462	0.2173	0.0290	0.0695	0.1906	0.1073	0.0520	0.339
4580	0.0757	0.1986	0.0390	0.0728	0.2313	0.2068	0.1514	-0.020
4581	0.0668	0.2040	0.0360	0.0718	0.2195	0.1770	0.1213	0.071
4582	0.0579	0.2093	0.0329	0.0709	0.2076	0.1473	0.0912	0.174
4583	0.0490	0.2147	0.0299	0.0699	0.1958	0.1176	0.0611	0.292
4584	0.0770	0.1976	0.0394	0.0730	0.2334	0.2111	0.1553	-0.033
4585	0.0686	0.2024	0.0366	0.0721	0.2227	0.1836	0.1272	0.049
4586	0.0603	0.2073	0.0337	0.0712	0.2119	0.1561	0.0991	0.141
4587	0.0520	0.2121	0.0309	0.0703	0.2012	0.1285	0.0711	0.245
4588	0.0977	0.2552	0.0497	0.0913	0.2988	0.2704	0.2004	-0.029
4589	0.0810	0.2512	0.0431	0.0847	0.2698	0.2192	0.1525	0.068
4590	0.0643	0.2473	0.0364	0.0780	0.2408	0.1680	0.1046	0.191
4591	0.0477	0.2434	0.0298	0.0713	0.2117	0.1168	0.0568	0.351
4592	0.0994	0.2558	0.0504	0.0921	0.3032	0.2762	0.2051	-0.038
4593	0.0836	0.2522	0.0441	0.0858	0.2763	0.2280	0.1596	0.050
4594	0.0677	0.2486	0.0377	0.0795	0.2494	0.1797	0.1141	0.161
4595	0.0519	0.2450	0.0314	0.0732	0.2226	0.1315	0.0687	0.302
4596	0.1012	0.2565	0.0511	0.0929	0.3076	0.2825	0.2103	-0.048
4597	0.0864	0.2532	0.0452	0.0870	0.2830	0.2374	0.1675	0.032
4598	0.0715	0.2499	0.0392	0.0811	0.2584	0.1923	0.1246	0.130
4599	0.0566	0.2467	0.0333	0.0752	0.2338	0.1472	0.0817	0.253
4600	0.1032	0.2572	0.0519	0.0937	0.3122	0.2892	0.2160	-0.059
4601	0.0894	0.2542	0.0463	0.0883	0.2899	0.2475	0.1760	0.014
4602	0.0755	0.2513	0.0408	0.0828	0.2675	0.2057	0.1359	0.100
4603	0.0616	0.2484	0.0352	0.0773	0.2452	0.1640	0.0959	0.205
4604	0.0728	0.2007	0.0378	0.0713	0.2269	0.1985	0.1443	0.006
4605	0.0624	0.2072	0.0342	0.0695	0.2128	0.1647	0.1107	0.114
4606	0.0520	0.2136	0.0306	0.0678	0.1988	0.1308	0.0771	0.240
4607	0.0416	0.2200	0.0269	0.0661	0.1847	0.0970	0.0435	0.388
4608	0.0739	0.1997	0.0381	0.0715	0.2289	0.2023	0.1476	-0.007
4609	0.0640	0.2055	0.0347	0.0699	0.2159	0.1704	0.1157	0.093
4610	0.0541	0.2114	0.0313	0.0682	0.2029	0.1385	0.0838	0.208
4611	0.0443	0.2173	0.0279	0.0666	0.1899	0.1066	0.0518	0.342
4612	0.0750	0.1986	0.0385	0.0717	0.2310	0.2065	0.1513	-0.019
4613	0.0657	0.2040	0.0353	0.0702	0.2191	0.1766	0.1212	0.072
4614	0.0565	0.2093	0.0321	0.0686	0.2071	0.1467	0.0911	0.176
4615	0.0472	0.2147	0.0288	0.0671	0.1952	0.1169	0.0610	0.295
4616	0.0763	0.1976	0.0390	0.0719	0.2332	0.2109	0.1553	-0.033
4617	0.0676	0.2024	0.0360	0.0705	0.2223	0.1832	0.1272	0.050
4618	0.0590	0.2073	0.0329	0.0691	0.2115	0.1555	0.0990	0.143
4619	0.0503	0.2121	0.0299	0.0677	0.2006	0.1279	0.0709	0.248
4620	0.0969	0.2542	0.0493	0.0901	0.2977	0.2697	0.2002	-0.029
4621	0.0799	0.2498	0.0424	0.0828	0.2681	0.2181	0.1523	0.068
4622	0.0629	0.2454	0.0356	0.0755	0.2384	0.1666	0.1044	0.191
4623	0.0458	0.2411	0.0287	0.0682	0.2088	0.1151	0.0564	0.354
4624	0.0987	0.2549	0.0500	0.0909	0.3021	0.2755	0.2050	-0.039
4625	0.0825	0.2509	0.0435	0.0840	0.2746	0.2269	0.1594	0.050
4626	0.0663	0.2469	0.0370	0.0771	0.2472	0.1783	0.1139	0.161
4627	0.0502	0.2429	0.0305	0.0702	0.2198	0.1297	0.0683	0.304
